service,protocol,vus,duration,p50_waiting_ms,p95_waiting_ms,p99_waiting_ms,avg_waiting_ms,max_waiting_ms,rps,fail_rate,collapse,reason,pg_peak_connections,summary,log
booking,http3,10,60s,174.712,693.0973,,245.17127854330724,1647.393,33.72777736586291,0.0004921259842519685,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-10.log
booking,http3,20,60s,258.372,795.4845999999994,,329.7057429566318,1940.598,52.37872708053477,0.00031655587211142766,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-20.log
booking,http3,30,60s,272.543,837.0717999999994,,395.5390310115686,7915.857,67.14807467645966,0.006399212404627123,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-30.log
booking,http3,40,60s,345.519,1029.4874999999997,,461.28127631018265,4259.612,77.88836834620693,0,1,p95>=1000,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http3/vus-40.log
booking,http2,10,60s,77.03800000000001,473.8340999999997,,141.64891016624043,1520.524,51.746525468132766,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-10.log
booking,http2,20,60s,164.932,541.5209999999997,,212.52772474249423,1394.23,75.81153607679603,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-20.log
booking,http2,30,60s,268.82849999999996,831.4782499999997,,351.60896581769373,2453.545,74.33051718762019,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-30.log
booking,http2,40,60s,260.221,780.7315999999998,,333.43217330135974,1445.872,103.90842702326776,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-40.log
booking,http2,50,60s,377.939,1073.6303999999998,,506.5817988220134,7029.386,89.28581846541492,0.009203018590097553,1,p95>=1000,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http2/vus-50.log
booking,http1,10,60s,54.751,234.90449999999979,,84.22486445242366,847.035,74.0117873404831,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-10.log
booking,http1,20,60s,153.815,414.96469999999977,,189.47836387071152,1646.316,83.15565675382973,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-20.log
booking,http1,30,60s,228.849,522.3048,,261.2607090185222,1442.596,96.02749687615588,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-30.log
booking,http1,40,60s,287.0095,932.2629,,378.5464785714285,4303.814,92.99782971296933,0.0010714285714285715,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-40.log
booking,http1,50,60s,332.775,851.1924,,392.3241415942249,2452.321,112.41423507736226,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-50.log
booking,http1,60,60s,410.337,1082.1942,,499.45844256808124,2231.488,108.65211521765855,0,1,p95>=1000,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-60-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/booking/http1/vus-60.log
